Matematika,Bahasa_Inggris,IPA,IPS,Minat,Hobi,Kemampuan_Komputer,Kemampuan_Komunikasi,Kemampuan_Kepemimpinan,Kemampuan_Analisis,Kemampuan_Kreativitas,Kemampuan_Problem_Solving,Mata_Pelajaran_Favorit,Gaya_Belajar,Tujuan_Karier,Aktivitas_Organisasi,Prestasi_Akademik,Prestasi_NonAkademik,Jurusan
67,85,61,77,Teknik,Investasi,Rendah,Rendah,Sedang,Tinggi,Rendah,Tinggi,Matematika,Visual,Arsitek,Komunitas Seni,Kabupaten - Fisika,Organisasi - Nasional,Teknik Industri
60,78,80,79,Seni,Menggambar,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,Komunitas Seni,Kecamatan - Bahasa Inggris,Organisasi - Kecamatan,Desain Komunikasi Visual
66,78,77,74,Bisnis,Investasi,Rendah,Sedang,Tinggi,Sedang,Tinggi,Sedang,Ekonomi,Auditori,Entrepreneur,OSIS,Tidak Ada,Tidak Ada,Manajemen
77,72,84,77,Pendidikan,PMR,Tinggi,Rendah,Sedang,Rendah,Sedang,Sedang,Matematika,Auditori,Content Creator,Komunitas IT,Sekolah - Kimia,Kepemimpinan - Nasional,Kedokteran
95,75,92,61,Teknologi,Coding,Tinggi,Rendah,Sedang,Tinggi,Sedang,Sedang,Informatika,Membaca/Menulis,Data Scientist,Komunitas IT,Tidak Ada,Organisasi - Sekolah,Teknik Informatika
80,100,73,92,Sosial,Menulis,Rendah,Tinggi,Sedang,Tinggi,Sedang,Sedang,Bahasa Inggris,Auditori,Dosen,Tidak Aktif,Kecamatan - Debat,Tidak Ada,Hukum
64,76,88,69,Kesehatan,Musik,Sedang,Sedang,Tinggi,Rendah,Rendah,Rendah,Sosiologi,Auditori,Akuntan,Komunitas IT,Kecamatan - Kimia,Tidak Ada,Kedokteran
72,75,75,92,Bisnis,Berjualan,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Akuntan,MPK,Sekolah - Ekonomi,Kepemimpinan - Kecamatan,Administrasi Bisnis
70,73,63,70,Pendidikan,Volunteering,Tinggi,Sedang,Tinggi,Tinggi,Rendah,Sedang,Sosiologi,Auditori,Entrepreneur,BEM,Kabupaten - Debat,Tidak Ada,Psikologi
82,73,80,75,Teknik,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Matematika,Membaca/Menulis,Insinyur Mesin,OSIS,Kabupaten - Fisika,Tidak Ada,Teknik Industri
72,80,77,78,Bisnis,Berjualan,Tinggi,Tinggi,Sedang,Sedang,Sedang,Sedang,Sosiologi,Membaca/Menulis,Akuntan,Karang Taruna,Tidak Ada,Olahraga - Kecamatan,Administrasi Bisnis
57,67,64,74,Olahraga,Basket,Rendah,Sedang,Tinggi,Sedang,Tinggi,Tinggi,PJOK,Visual,Guru,OSIS,Provinsi - Matematika,Olahraga - Sekolah,Ilmu Keolahragaan
96,92,95,73,Kesehatan,Volunteering,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Kimia,Membaca/Menulis,Apoteker,PMR,Kecamatan - Kimia,Tidak Ada,Farmasi
94,61,90,71,Teknik,Menggambar,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Kinestetik,Arsitek,Tidak Aktif,Sekolah - Matematika,Organisasi - Provinsi,Arsitektur
70,79,83,50,Lingkungan,Membaca,Sedang,Rendah,Sedang,Tinggi,Sedang,Sedang,Biologi,Auditori,Akuntan,Komunitas Olahraga,Sekolah - Fisika,Kepemimpinan - Provinsi,Teknik Sipil
100,68,93,78,Teknik,Penelitian,Sedang,Rendah,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Insinyur Sipil,BEM,Sekolah - Fisika,Organisasi - Kabupaten,Teknik Sipil
69,84,67,65,Kesehatan,Membaca,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sedang,PJOK,Visual,UI UX Designer,Komunitas Olahraga,Kabupaten - Biologi,Tidak Ada,Farmasi
93,67,81,69,Teknik,Merakit Elektronik,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Insinyur Sipil,OSIS,Provinsi - Sains,Olahraga - Kabupaten,Teknik Sipil
65,77,60,68,Bisnis,Membaca,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Manajer,OSIS,Tidak Ada,Organisasi - Kabupaten,Administrasi Bisnis
83,86,92,57,Teknologi,Coding,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Sedang,Matematika,Membaca/Menulis,Software Engineer,OSIS,Sekolah - Matematika,Kepemimpinan - Internasional,Teknik Informatika
64,91,62,75,Bisnis,Berjualan,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Visual,Manajer,OSIS,Kabupaten - Debat,Kepemimpinan - Nasional,Manajemen Bisnis
82,78,55,71,Bisnis,Fotografi,Sedang,Tinggi,Rendah,Tinggi,Rendah,Rendah,Bahasa Inggris,Auditori,Psikolog,BEM,Tidak Ada,Organisasi - Internasional,Akuntansi
91,75,85,70,Bisnis,Berjualan,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Ekonomi,Visual,Business Analyst,Komunitas IT,Sekolah - Informatika,Organisasi - Sekolah,Sistem Informasi
80,61,65,64,Pendidikan,Atletik,Tinggi,Rendah,Rendah,Sedang,Sedang,Rendah,Bahasa Indonesia,Auditori,Content Creator,Karang Taruna,Tidak Ada,Olahraga - Provinsi,Ilmu Keolahragaan
92,66,89,86,Bisnis,Investasi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sedang,Ekonomi,Visual,Manajer,MPK,Sekolah - Fisika,Organisasi - Kecamatan,Teknik Industri
79,72,89,76,Teknik,Merakit Elektronik,Sedang,Rendah,Rendah,Tinggi,Tinggi,Sedang,Matematika,Visual,Network Engineer,OSIS,Sekolah - Fisika,Tidak Ada,Teknik Elektro
74,82,81,78,Seni,Desain Grafis,Sedang,Rendah,Sedang,Sedang,Tinggi,Tinggi,Fisika,Visual,UI UX Designer,OSIS,Tidak Ada,Kepemimpinan - Nasional,Arsitektur
76,54,85,77,Olahraga,Sepak Bola,Rendah,Tinggi,Tinggi,Rendah,Sedang,Sedang,Biologi,Kinestetik,Pelatih Olahraga,OSIS,Tidak Ada,Olahraga - Internasional,Ilmu Keolahragaan
80,71,67,67,Pendidikan,Public Speaking,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Guru,Paskibra,Sekolah - Debat,Kepemimpinan - Kecamatan,Pendidikan
89,91,77,71,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Ekonomi,Auditori,Entrepreneur,Karang Taruna,Internasional - Debat,Tidak Ada,Administrasi Bisnis
58,85,74,75,Teknologi,Fotografi,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Bahasa Inggris,Membaca/Menulis,Insinyur Mesin,Komunitas IT,Kecamatan - Bahasa Inggris,Seni - Kabupaten,Desain Komunikasi Visual
65,86,83,81,Sosial,Musik,Tinggi,Sedang,Sedang,Tinggi,Rendah,Sedang,Bahasa Inggris,Membaca/Menulis,Insinyur Mesin,Organisasi Keagamaan,Provinsi - Ekonomi,Seni - Kabupaten,Administrasi Bisnis
84,90,76,76,Lingkungan,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Kimia,Kinestetik,Konsultan Lingkungan,Pramuka,Kecamatan - Kimia,Paskibra - Kabupaten,Teknik Lingkungan
75,83,70,71,Sosial,Video Editing,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Seni Budaya,Auditori,Entrepreneur,Komunitas Olahraga,Tidak Ada,Tidak Ada,Ilmu Komunikasi
93,80,85,54,Teknik,Coding,Sedang,Sedang,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Insinyur Mesin,Tidak Aktif,Tidak Ada,Organisasi - Sekolah,Teknik Elektro
68,74,68,77,Sosial,Menulis,Tinggi,Sedang,Rendah,Rendah,Rendah,Rendah,Biologi,Visual,Insinyur Mesin,Organisasi Keagamaan,Kecamatan - Debat,Kepemimpinan - Kabupaten,Ilmu Komunikasi
94,66,89,57,Teknik,Merakit Elektronik,Sedang,Rendah,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Insinyur Mesin,Pramuka,Sekolah - Fisika,Tidak Ada,Teknik Mesin
61,80,57,75,Seni,Musik,Rendah,Sedang,Tinggi,Sedang,Tinggi,Sedang,Sejarah,Visual,Guru,Karang Taruna,Kabupaten - Sains,Seni - Kabupaten,Desain Komunikasi Visual
80,95,92,71,Kesehatan,Membaca,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Matematika,Membaca/Menulis,Dokter,Komunitas Olahraga,Kecamatan - Biologi,Tidak Ada,Kedokteran
92,71,82,57,Seni,Menggambar,Tinggi,Rendah,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Arsitek,BEM,Kabupaten - Matematika,Olahraga - Internasional,Arsitektur
68,91,57,86,Bisnis,Public Speaking,Tinggi,Rendah,Tinggi,Rendah,Rendah,Sedang,Seni Budaya,Membaca/Menulis,Software Engineer,OSIS,Nasional - Debat,Tidak Ada,Manajemen
66,78,57,90,Bisnis,Berjualan,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Sosiologi,Auditori,Manajer,BEM,Kabupaten - Ekonomi,Kepemimpinan - Nasional,Manajemen
78,80,72,73,Bisnis,Investasi,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Entrepreneur,MPK,Kabupaten - Matematika,Kepemimpinan - Provinsi,Manajemen Bisnis
97,75,76,62,Kesehatan,Penelitian,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Visual,Apoteker,Pramuka,Kabupaten - Matematika,Tidak Ada,Farmasi
64,91,67,71,Seni,Public Speaking,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Rendah,Bahasa Indonesia,Auditori,Manajer,Tidak Aktif,Tidak Ada,Tidak Ada,Ilmu Komunikasi
83,73,100,66,Kesehatan,Volunteering,Sedang,Tinggi,Sedang,Tinggi,Rendah,Sedang,Kimia,Membaca/Menulis,Apoteker,PMR,Sekolah - Kimia,Tidak Ada,Farmasi
76,87,66,75,Sosial,Menulis,Tinggi,Tinggi,Sedang,Sedang,Sedang,Sedang,Bahasa Indonesia,Auditori,Content Creator,OSIS,Kecamatan - Bahasa Inggris,Seni - Kabupaten,Ilmu Komunikasi
98,87,96,74,Kesehatan,Membaca,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sedang,Kimia,Membaca/Menulis,Dosen,PMR,Kecamatan - Biologi,Kepemimpinan - Kecamatan,Kedokteran
82,75,94,70,Teknik,Membaca,Sedang,Sedang,Sedang,Sedang,Sedang,Tinggi,Fisika,Visual,Insinyur Sipil,BEM,Nasional - Fisika,Tidak Ada,Teknik Sipil
89,61,82,61,Teknik,Robotika,Sedang,Sedang,Sedang,Sedang,Tinggi,Sedang,Fisika,Kinestetik,Insinyur Mesin,OSIS,Tidak Ada,Tidak Ada,Teknik Mesin
66,76,70,86,Bisnis,UI/UX Design,Tinggi,Sedang,Rendah,Tinggi,Rendah,Rendah,PJOK,Kinestetik,Akuntan,Pramuka,Sekolah - Matematika,Organisasi - Kecamatan,Teknik Informatika
76,83,57,70,Bisnis,Public Speaking,Rendah,Tinggi,Sedang,Tinggi,Sedang,Sedang,Ekonomi,Visual,Manajer,OSIS,Tidak Ada,Kepemimpinan - Sekolah,Manajemen
86,90,98,73,Kesehatan,Penelitian,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Biologi,Membaca/Menulis,Dokter,PMR,Internasional - Biologi,Tidak Ada,Kedokteran
83,67,63,77,Teknologi,Web Development,Tinggi,Sedang,Tinggi,Sedang,Sedang,Sedang,Informatika,Visual,UI UX Designer,BEM,Sekolah - Matematika,Kepemimpinan - Kabupaten,Sistem Informasi
72,72,67,79,Sosial,Menulis,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Indonesia,Visual,Manajer,Komunitas Seni,Nasional - Debat,Organisasi - Provinsi,Ilmu Komunikasi
98,64,70,70,Seni,Desain Grafis,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Arsitek,OSIS,Sekolah - Matematika,Organisasi - Kecamatan,Arsitektur
71,74,77,75,Bisnis,Menulis,Sedang,Rendah,Rendah,Rendah,Sedang,Tinggi,Bahasa Indonesia,Auditori,Software Engineer,Komunitas Olahraga,Provinsi - Ekonomi,Organisasi - Kabupaten,Manajemen Bisnis
88,77,84,78,Bisnis,Investasi,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Matematika,Membaca/Menulis,Business Analyst,Komunitas IT,Tidak Ada,Organisasi - Kecamatan,Teknik Industri
63,79,75,84,Sosial,Fotografi,Tinggi,Sedang,Rendah,Rendah,Rendah,Sedang,Informatika,Membaca/Menulis,Dosen,MPK,Kecamatan - Biologi,Tidak Ada,Psikologi
59,80,76,62,Lingkungan,Pramuka,Sedang,Rendah,Sedang,Tinggi,Rendah,Tinggi,Matematika,Auditori,Entrepreneur,OSIS,Sekolah - Kimia,Tidak Ada,Teknik Lingkungan
76,75,82,72,Teknik,Fotografi,Tinggi,Sedang,Rendah,Sedang,Tinggi,Sedang,Informatika,Membaca/Menulis,Konsultan Lingkungan,OSIS,Sekolah - Matematika,Organisasi - Kecamatan,Teknik Elektro
89,68,76,94,Bisnis,Membaca,Rendah,Sedang,Tinggi,Sedang,Sedang,Tinggi,Ekonomi,Visual,Entrepreneur,OSIS,Kecamatan - Matematika,Tidak Ada,Akuntansi
78,76,65,82,Bisnis,Investasi,Rendah,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Business Analyst,OSIS,Tidak Ada,Tidak Ada,Manajemen
82,81,79,70,Teknologi,Berjualan,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Ekonomi,Visual,UI UX Designer,BEM,Nasional - Informatika,Organisasi - Sekolah,Sistem Informasi
66,90,60,100,Sosial,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Pengacara,BEM,Kecamatan - Bahasa Indonesia,Organisasi - Provinsi,Hukum
72,79,75,71,Teknik,Menggambar,Rendah,Sedang,Tinggi,Rendah,Tinggi,Sedang,Seni Budaya,Visual,Guru,Komunitas Seni,Tidak Ada,Tidak Ada,Arsitektur
66,64,69,84,Seni,Desain Grafis,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sedang,Bahasa Inggris,Visual,Content Creator,Tidak Aktif,Kabupaten - Bahasa Inggris,Seni - Provinsi,Desain Komunikasi Visual
74,66,73,80,Bisnis,Membaca,Sedang,Tinggi,Rendah,Rendah,Rendah,Sedang,Bahasa Inggris,Visual,Software Engineer,Karang Taruna,Tidak Ada,Kepemimpinan - Sekolah,Psikologi
70,73,85,67,Kesehatan,Fotografi,Sedang,Rendah,Tinggi,Sedang,Sedang,Rendah,Seni Budaya,Kinestetik,Business Analyst,PMR,Kecamatan - Biologi,Olahraga - Nasional,Farmasi
68,74,74,71,Teknik,Game Development,Rendah,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Indonesia,Auditori,Arsitek,OSIS,Sekolah - Sains,Tidak Ada,Teknik Mesin
73,73,82,57,Lingkungan,Basket,Rendah,Sedang,Rendah,Sedang,Rendah,Rendah,PJOK,Visual,Psikolog,Komunitas Olahraga,Sekolah - Kimia,Organisasi - Nasional,Teknik Lingkungan
68,66,55,59,Teknik,Sepak Bola,Sedang,Rendah,Sedang,Tinggi,Tinggi,Sedang,Fisika,Visual,Insinyur Mesin,Paskibra,Sekolah - Matematika,Tidak Ada,Teknik Mesin
84,92,91,54,Teknologi,Robotika,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Matematika,Visual,Data Scientist,Komunitas IT,Internasional - Informatika,Tidak Ada,Teknik Informatika
95,73,100,58,Teknologi,Game Development,Sedang,Rendah,Sedang,Sedang,Sedang,Tinggi,Informatika,Membaca/Menulis,Data Scientist,Komunitas IT,Kecamatan - Matematika,Tidak Ada,Teknik Informatika
87,66,77,68,Lingkungan,Volunteering,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Kimia,Kinestetik,Dosen,Karang Taruna,Provinsi - Sains,Olahraga - Sekolah,Teknik Lingkungan
79,71,72,78,Teknik,Basket,Sedang,Sedang,Sedang,Rendah,Tinggi,Tinggi,Fisika,Auditori,Entrepreneur,Komunitas Seni,Sekolah - Matematika,Paskibra - Kabupaten,Teknik Sipil
67,72,62,77,Teknologi,Merakit Elektronik,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Kimia,Kinestetik,Arsitek,Komunitas IT,Kabupaten - Fisika,Tidak Ada,Teknik Elektro
85,75,52,73,Bisnis,Menulis,Tinggi,Tinggi,Sedang,Sedang,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Business Analyst,Tidak Aktif,Tidak Ada,Tidak Ada,Akuntansi
66,83,64,80,Teknologi,Fotografi,Tinggi,Rendah,Sedang,Rendah,Sedang,Rendah,Geografi,Auditori,Manajer,Komunitas Seni,Tidak Ada,Tidak Ada,Teknik Elektro
57,75,83,92,Teknologi,Membaca,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Auditori,Arsitek,MPK,Sekolah - Biologi,Kepemimpinan - Kabupaten,Psikologi
61,77,84,81,Kesehatan,Musik,Rendah,Sedang,Sedang,Sedang,Sedang,Rendah,Ekonomi,Visual,Guru,OSIS,Tidak Ada,Olahraga - Nasional,Ilmu Keolahragaan
63,91,65,83,Bisnis,Membaca,Sedang,Sedang,Sedang,Rendah,Rendah,Sedang,Seni Budaya,Auditori,Dokter,Karang Taruna,Tidak Ada,Organisasi - Kabupaten,Manajemen
75,87,81,74,Seni,Fotografi,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Rendah,Bahasa Inggris,Membaca/Menulis,Content Creator,Pramuka,Tidak Ada,Organisasi - Sekolah,Ilmu Komunikasi
89,86,87,77,Kesehatan,Volunteering,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Apoteker,PMR,Tidak Ada,Seni - Provinsi,Farmasi
81,60,74,85,Teknologi,Membaca,Sedang,Tinggi,Sedang,Sedang,Rendah,Tinggi,Seni Budaya,Auditori,Pelatih Olahraga,Komunitas IT,Provinsi - Informatika,Tidak Ada,Teknik Informatika
63,79,71,91,Bisnis,Content Creator,Sedang,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Business Analyst,OSIS,Kabupaten - Ekonomi,Kepemimpinan - Kabupaten,Manajemen Bisnis
83,97,68,92,Bisnis,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sosiologi,Auditori,Manajer,BEM,Tidak Ada,Tidak Ada,Manajemen
78,77,62,64,Teknologi,UI/UX Design,Sedang,Sedang,Sedang,Rendah,Rendah,Sedang,PJOK,Visual,UI UX Designer,MPK,Kabupaten - Informatika,Kepemimpinan - Sekolah,Teknik Informatika
64,80,64,65,Bisnis,Menulis,Sedang,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sejarah,Auditori,Entrepreneur,Komunitas IT,Provinsi - Matematika,Organisasi - Internasional,Akuntansi
72,79,68,88,Sosial,Public Speaking,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Bahasa Inggris,Visual,Entrepreneur,OSIS,Tidak Ada,Tidak Ada,Ilmu Komunikasi
74,87,70,72,Teknologi,UI/UX Design,Tinggi,Sedang,Sedang,Sedang,Tinggi,Rendah,Ekonomi,Auditori,Content Creator,MPK,Sekolah - Fisika,Tidak Ada,Teknik Informatika
66,90,80,93,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Ekonomi,Auditori,Entrepreneur,BEM,Sekolah - Ekonomi,Kepemimpinan - Provinsi,Manajemen
79,58,76,64,Teknik,Membaca,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Visual,Insinyur Sipil,Tidak Aktif,Nasional - Fisika,Organisasi - Internasional,Teknik Sipil
75,64,58,63,Teknik,Basket,Sedang,Sedang,Tinggi,Sedang,Tinggi,Sedang,Fisika,Visual,Pengacara,MPK,Tidak Ada,Organisasi - Sekolah,Teknik Sipil
84,85,87,55,Teknik,Merakit Elektronik,Sedang,Sedang,Rendah,Sedang,Sedang,Tinggi,Fisika,Visual,Network Engineer,Komunitas IT,Tidak Ada,Organisasi - Internasional,Teknik Elektro
65,67,76,67,Pendidikan,Public Speaking,Sedang,Tinggi,Tinggi,Sedang,Sedang,Sedang,Bahasa Inggris,Membaca/Menulis,Dosen,Pramuka,Sekolah - Debat,Kepemimpinan - Kecamatan,Pendidikan
63,64,82,70,Olahraga,Sepak Bola,Sedang,Tinggi,Tinggi,Sedang,Sedang,Rendah,Biologi,Kinestetik,Insinyur Sipil,Komunitas IT,Tidak Ada,Kepemimpinan - Kabupaten,Ilmu Keolahragaan
88,75,82,91,Sosial,Public Speaking,Sedang,Rendah,Rendah,Rendah,Rendah,Tinggi,Sejarah,Auditori,Network Engineer,Komunitas Olahraga,Kecamatan - Debat,PMR - Kabupaten,Manajemen Bisnis
94,84,98,83,Kesehatan,Membaca,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Kimia,Membaca/Menulis,Dokter,PMR,Sekolah - Matematika,Kepemimpinan - Internasional,Kedokteran
82,88,90,83,Bisnis,Berjualan,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Business Analyst,BEM,Provinsi - Informatika,Tidak Ada,Sistem Informasi
76,75,84,75,Olahraga,Atletik,Sedang,Sedang,Tinggi,Sedang,Sedang,Sedang,PJOK,Visual,Guru,Komunitas Olahraga,Sekolah - Matematika,Kepemimpinan - Provinsi,Ilmu Keolahragaan
71,87,85,88,Psikologi,Menulis,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Psikolog,OSIS,Provinsi - Debat,Tidak Ada,Psikologi
85,93,58,89,Bisnis,Investasi,Tinggi,Tinggi,Rendah,Sedang,Tinggi,Sedang,Informatika,Membaca/Menulis,Guru,Organisasi Keagamaan,Sekolah - Debat,Organisasi - Nasional,Manajemen
69,82,69,77,Bisnis,Menulis,Sedang,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sosiologi,Auditori,Entrepreneur,BEM,Kabupaten - Debat,Organisasi - Kecamatan,Administrasi Bisnis
71,79,72,82,Pendidikan,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Biologi,Membaca/Menulis,Psikolog,Volunteering,Sekolah - Biologi,Tidak Ada,Psikologi
88,75,77,59,Teknologi,Mobile Development,Tinggi,Rendah,Rendah,Tinggi,Sedang,Tinggi,Matematika,Visual,Data Scientist,Komunitas IT,Tidak Ada,Organisasi - Sekolah,Teknik Informatika
68,76,74,70,Kesehatan,Musik,Sedang,Tinggi,Rendah,Sedang,Sedang,Sedang,Bahasa Indonesia,Membaca/Menulis,Business Analyst,OSIS,Provinsi - Kimia,Tidak Ada,Farmasi
93,73,78,100,Bisnis,Membaca,Sedang,Rendah,Sedang,Sedang,Sedang,Tinggi,Ekonomi,Visual,Akuntan,Organisasi Keagamaan,Kabupaten - Matematika,Organisasi - Nasional,Akuntansi
72,93,82,72,Teknologi,Penelitian,Sedang,Rendah,Tinggi,Rendah,Rendah,Rendah,Bahasa Indonesia,Kinestetik,UI UX Designer,Karang Taruna,Kecamatan - Matematika,Kepemimpinan - Sekolah,Teknik Industri
66,76,62,78,Teknik,Esport,Tinggi,Sedang,Rendah,Tinggi,Tinggi,Rendah,Ekonomi,Membaca/Menulis,Psikolog,Komunitas IT,Kabupaten - Fisika,Kepemimpinan - Internasional,Teknik Elektro
81,69,80,73,Teknologi,Web Development,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Membaca/Menulis,Software Engineer,BEM,Sekolah - Informatika,Kepemimpinan - Provinsi,Teknik Informatika
86,82,76,60,Kesehatan,Volunteering,Rendah,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Kimia,Membaca/Menulis,Apoteker,PMR,Tidak Ada,Tidak Ada,Farmasi
58,65,62,78,Pendidikan,Membaca,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Bahasa Indonesia,Auditori,Guru,Paskibra,Kabupaten - Matematika,Tidak Ada,Pendidikan
60,68,74,63,Bisnis,Musik,Tinggi,Rendah,Rendah,Sedang,Sedang,Tinggi,Matematika,Kinestetik,Pelatih Olahraga,Tidak Aktif,Tidak Ada,Tidak Ada,Akuntansi
86,76,87,70,Kesehatan,Volunteering,Tinggi,Sedang,Sedang,Sedang,Rendah,Sedang,Geografi,Kinestetik,Network Engineer,OSIS,Provinsi - Biologi,Pramuka - Internasional,Kedokteran
69,72,63,77,Bisnis,Berjualan,Rendah,Sedang,Sedang,Tinggi,Tinggi,Sedang,Ekonomi,Auditori,Entrepreneur,Karang Taruna,Tidak Ada,Organisasi - Internasional,Administrasi Bisnis
77,67,70,67,Seni,Menggambar,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Seni Budaya,Visual,UI UX Designer,Komunitas Seni,Tidak Ada,Seni - Kecamatan,Desain Komunikasi Visual
63,85,53,92,Sosial,Menulis,Sedang,Tinggi,Tinggi,Sedang,Sedang,Sedang,Bahasa Indonesia,Auditori,Manajer,BEM,Kabupaten - Debat,Organisasi - Nasional,Ilmu Komunikasi
57,55,76,70,Olahraga,Sepak Bola,Rendah,Sedang,Tinggi,Sedang,Sedang,Sedang,Fisika,Visual,Dosen,BEM,Sekolah - Matematika,Olahraga - Nasional,Ilmu Keolahragaan
79,76,77,86,Bisnis,Investasi,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Business Analyst,MPK,Tidak Ada,Organisasi - Kecamatan,Manajemen Bisnis
66,82,72,62,Teknik,Penelitian,Sedang,Sedang,Rendah,Rendah,Rendah,Sedang,Sejarah,Kinestetik,Manajer,Komunitas Seni,Kecamatan - Matematika,Kepemimpinan - Nasional,Teknik Mesin
75,71,75,69,Seni,Video Editing,Tinggi,Rendah,Rendah,Sedang,Tinggi,Tinggi,Bahasa Inggris,Visual,UI UX Designer,OSIS,Sekolah - Bahasa Inggris,Seni - Kabupaten,Desain Komunikasi Visual
100,89,80,52,Teknik,Robotika,Sedang,Rendah,Rendah,Tinggi,Tinggi,Tinggi,Matematika,Kinestetik,Network Engineer,Komunitas IT,Tidak Ada,Tidak Ada,Teknik Elektro
75,88,71,90,Sosial,Menulis,Sedang,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Sosiologi,Auditori,Manajer,MPK,Nasional - Bahasa Inggris,Kepemimpinan - Kabupaten,Ilmu Komunikasi
67,82,78,77,Bisnis,Investasi,Sedang,Tinggi,Sedang,Sedang,Sedang,Sedang,Bahasa Inggris,Membaca/Menulis,Entrepreneur,MPK,Provinsi - Bahasa Inggris,Tidak Ada,Administrasi Bisnis
86,85,86,80,Teknologi,Mobile Development,Tinggi,Sedang,Sedang,Sedang,Sedang,Tinggi,Informatika,Visual,Data Scientist,Tidak Aktif,Tidak Ada,Organisasi - Kabupaten,Teknik Informatika
